,Age,Income,Children,Outage_sec_perweek_avg,Contacts,Yearly_equip_failure,Tenure_months,MonthlyCharge_avg,Bandwidth_GB_Year_avg,Churn_numeric,Port_modem_numeric,Tablet_numeric,MultipleLines_numeric,OnlineSecurity_numeric,OnlineBackup_numeric,DeviceProtection_numeric,TechSupport_numeric,StreamingMovies_numeric,Area_Suburban,Area_Urban,Gender_Male,Gender_Nonbinary,ContractType_One year,ContractType_Two Year,InternetServiceType_Fiber Optic,InternetServiceType_None
5034,87,14405.88,0,7.65097,1,2,64.9788,212.6415,6205.78959,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
5035,28,35986.11,3,7.179323,0,0,71.106,167.4564,6152.279339,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
5036,50,108409.6,1,8.9558,0,0,62.48639,177.4876,5978.20414,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0
5037,59,31904.93,1,12.43822,1,1,48.57163,197.5169,4549.293713,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
5038,28,26439.2,1,14.45756,1,0,44.98551,207.4974,4180.815992,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0
5039,66,66778.9,2,15.95744,3,2,70.79968,212.6228,6845.831296,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
5040,80,15756.81,0,12.8013,0,0,70.47897,149.9621,5953.077209,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
5041,22,8137.37,2,11.62695,1,0,64.30623,267.6647,6072.907276,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
5042,69,79502.96,0,12.47838,0,1,65.90363,184.967,5673.501264,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0
5043,19,26249.7,1,8.347242,3,0,64.01652,255.1555,6110.01152,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0
5044,29,7596.94,0,10.93778,0,1,71.37293,127.525,6227.163207,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1
5045,67,33403.38,1,8.715071,1,2,69.26833,207.6094,6150.658199,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
5046,19,13695.83,3,13.83282,0,1,56.3686,267.6647,5502.195694,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0
5047,29,75927.18,2,9.454681,2,0,67.47739,242.6281,6291.368213,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0
5048,80,24097.08,3,9.570788,0,0,65.4294,172.5034,5671.821266,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
5049,32,6494.55,2,9.470573,0,2,70.09214,139.9568,6177.436257,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
5050,26,48582.37,6,11.52973,1,0,61.78014,147.4564,5900.543943,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
5051,38,29220.86,8,9.758726,1,0,66.59755,137.4872,5909.817728,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0
5052,87,68105.34,1,8.799767,3,0,65.15989,172.4742,5575.553256,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0
5053,48,6969.6,0,16.53335,3,0,71.53343,235.1591,6532.437967,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0
5054,42,15867.48,1,6.776195,1,1,56.23842,184.9634,5568.099221,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
5055,18,17092.77,0,14.62128,1,0,69.87041,220.1149,6815.305528,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
5056,42,33436.51,0,4.86844,0,0,62.9209,159.9512,5341.417352,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
5057,35,10736.53,3,7.138395,1,3,60.56995,127.482,5179.612997,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
5058,28,24475.2,1,7.660563,2,0,71.66261,207.6094,6427.653862,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5059,64,21607.29,3,10.69966,1,0,62.43987,194.9744,5469.381433,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0
5060,82,20706.43,0,13.91677,1,1,69.03413,139.9512,6206.957458,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
5061,60,19164.1,0,3.032327,1,0,51.20818,172.4705,4888.954667,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
5062,50,21531.67,0,8.759984,0,0,69.07545,172.4705,6385.746999,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
5063,73,9228.24,0,9.481238,1,0,70.34008,117.4858,5964.647059,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5064,41,44016.3,5,11.24877,3,0,69.2139,159.965,6095.07687,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
5065,72,50092.12,8,10.4055,0,0,61.32409,159.9642,5556.247274,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
5066,30,27824.15,0,12.13663,0,0,42.74672,245.147,4595.920043,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
5067,69,75598.51,3,13.44801,1,1,64.09564,287.6427,5990.18794,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0
5068,88,55921.75,2,7.02401,1,0,58.75447,190.127,5739.806189,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
5069,85,39894.55,3,11.46498,0,0,70.38153,104.9629,5935.908059,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5070,75,30874.05,1,6.520003,0,0,66.95875,162.447,6184.630782,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
5071,60,17244.42,0,12.4286,2,1,64.15566,265.1283,5917.993233,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0
5072,72,84232.65,3,11.91924,0,0,68.22296,129.9621,6300.301731,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5073,39,23712.94,8,6.612532,1,0,66.50929,134.9509,5903.828849,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
5074,32,33644.05,8,9.354827,2,1,57.84605,127.4601,5634.748909,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0
5075,57,3503.09,1,12.62767,1,3,64.38126,149.9741,6015.602918,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0
5076,24,36091.7,0,12.18643,2,1,56.35343,139.9568,4969.32191,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
5077,22,17784.55,2,14.5524,3,0,59.61465,242.6106,6070.361595,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
5078,48,13154.05,0,13.8576,2,1,64.08432,169.9447,5520.83439,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5079,40,66923.76,0,13.47098,0,0,61.98982,194.9699,5533.105998,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
5080,56,31670.94,1,9.311366,2,1,61.79462,147.4421,5311.978852,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0
5081,85,32076.56,3,11.14911,1,0,57.04429,152.4579,5435.713342,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
5082,35,22206.84,1,9.240966,0,0,58.43587,149.9598,5098.53904,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
5083,20,79206.11,1,9.666671,0,2,70.49957,159.9794,6565.889584,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5084,49,70285.78,0,10.94527,2,0,58.04694,162.4713,5040.384412,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
5085,52,22831.25,4,7.665977,0,0,48.1707,152.4952,4367.397207,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
5086,31,27303.52,1,5.256893,0,0,66.75709,147.4421,5718.272878,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
5087,71,17620.71,0,9.372642,2,0,57.50724,242.6143,5241.394025,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0
5088,80,30288.0,8,10.98243,1,0,54.14957,172.4871,5027.299322,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
5089,41,20971.45,3,14.98374,0,1,70.42389,192.4705,6286.888744,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0
5090,59,29240.82,1,6.291111,2,0,51.31462,257.6375,5364.761472,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0
5091,66,16885.35,3,11.46614,3,0,63.24314,137.4684,5532.302162,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
5092,85,53034.08,3,9.758121,0,1,52.76082,230.1344,4966.563579,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
5093,45,21736.61,0,10.73533,1,0,67.04233,184.9785,6001.584896,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0
5094,47,42429.53,0,11.43603,2,0,61.57078,225.1457,6175.505483,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
5095,70,22455.73,1,9.829165,2,0,67.56096,92.5018,5664.025426,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1
5096,45,49397.39,5,11.74755,0,1,55.34066,127.482,4862.205431,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
5097,62,22956.29,2,12.2106,0,1,62.61777,139.9512,5808.356444,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0
5098,89,29462.18,0,15.35675,1,0,70.33634,185.0077,6116.893966,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1
5099,84,129137.2,3,12.77231,1,1,66.89101,162.497,6197.152457,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
5100,69,24660.29,4,10.76463,0,0,47.92804,240.1149,4512.775123,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5101,74,29305.13,1,11.25577,0,0,69.46803,127.5112,5791.217393,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
5102,64,11387.58,1,12.52216,0,1,61.62341,235.1372,6131.039453,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
5103,30,26634.93,2,11.30136,1,0,58.51566,184.967,5296.643482,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
5104,20,48067.5,0,11.11844,3,0,55.2092,182.4676,5017.628209,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
5105,81,13662.88,3,12.01335,1,0,50.85526,147.4783,4382.709253,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
5106,83,28850.5,0,10.03198,0,0,64.17623,192.4705,5462.625983,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
5107,73,38322.59,1,4.529435,4,0,42.36505,172.4705,4152.530591,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
5108,38,8952.88,2,7.350533,1,0,53.07379,152.4579,5233.690338,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
5109,82,35786.6,2,7.857338,1,1,42.73326,142.4689,4188.693579,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
5110,63,120650.1,1,7.709723,1,0,49.50734,217.4702,4445.416771,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0
5111,24,62700.71,0,16.12607,0,0,53.40027,149.9483,4656.466477,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
5112,33,83651.89,4,10.7853,0,0,47.96609,184.9634,5012.14381,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
5113,50,40646.53,1,11.93472,1,0,52.88029,192.4404,4721.018056,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
5114,38,84047.13,0,9.766784,3,0,58.16576,230.1051,5399.224156,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
5115,45,23308.57,1,10.83305,1,0,56.61608,200.1323,5684.731048,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
5116,22,29847.48,3,6.026286,2,0,53.61316,147.5031,4823.771422,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1
5117,20,50090.84,1,7.301377,1,0,68.05033,159.9794,6447.490491,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
5118,38,24588.03,1,8.08692,1,0,42.36211,139.9678,3877.950833,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
5119,72,30299.76,1,11.01782,1,0,69.86769,127.4738,6271.67502,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
5120,75,61084.32,4,10.68339,0,0,64.37387,182.4653,5700.531807,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0
5121,33,11810.84,0,9.949737,1,1,62.76356,124.9781,5361.461661,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
5122,42,12236.83,3,12.9493,0,0,54.55822,235.1372,5638.778543,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5123,68,49842.25,4,10.92606,1,0,69.71458,142.5007,6444.124341,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
5124,55,62710.74,3,11.95284,0,0,39.23416,137.4392,3529.172638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5125,21,36747.32,3,6.172422,2,2,44.0309,127.4421,4363.988222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5126,62,23332.27,0,12.75014,1,1,67.76579,149.9483,5708.957593,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
5127,82,21602.16,6,5.397724,0,0,60.94251,149.9621,5349.831255,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5128,48,23447.42,3,6.719404,1,0,70.52235,137.4872,5962.411724,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
5129,73,31760.65,4,7.497455,1,0,67.18331,125.0073,5705.264431,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
5130,84,24026.7,4,7.072618,1,0,60.38138,162.4526,5319.773541,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
5131,29,73958.51,0,10.46924,1,1,67.94243,212.6415,6638.783919,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
5132,24,35835.58,4,11.41217,1,0,56.69146,162.4526,5261.201726,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0
5133,77,74776.99,4,12.35944,2,0,68.00474,172.4705,6414.916465,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0
5134,84,24149.71,2,8.245283,1,0,69.91306,172.4885,6343.107984,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
5135,42,43632.29,0,10.67464,1,1,64.1621,252.6378,5940.543417,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
5136,44,31121.82,1,6.342824,1,0,45.45067,107.5286,4017.126949,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
5137,59,46015.65,3,5.46402,5,0,43.29117,139.9678,3946.79376,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
5138,29,65986.37,1,11.7468,2,2,60.93197,245.1283,6199.767982,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
5139,63,22376.88,0,8.56117,1,0,58.83809,242.6326,5425.51161,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0
5140,40,31429.51,0,9.708299,0,1,61.35427,262.6106,5725.876807,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
5141,45,13722.8,3,8.413749,1,0,51.21873,212.6228,5388.100592,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
5142,65,64281.28,2,5.201543,0,1,63.47674,137.4836,5861.996544,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
5143,32,42060.33,0,10.21513,1,0,66.45525,174.9581,6311.188879,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
5144,68,29189.81,4,10.08782,1,0,56.12834,147.4783,4805.894692,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
5145,19,30701.55,2,15.024,0,0,63.656,197.4945,5807.061171,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0
5146,27,15249.68,0,8.532717,0,0,62.70697,104.9781,5707.70468,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5147,85,9508.97,1,10.00317,0,0,54.09422,160.0013,4658.564203,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0
5148,45,17312.0,0,5.761471,0,0,58.89846,129.9621,5579.495808,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
5149,57,21485.23,3,4.034332,0,0,63.24097,159.9349,5583.671778,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
5150,40,85066.22,1,11.34395,0,0,71.36133,235.1591,6528.295974,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0
5151,64,19114.71,3,8.644135,1,0,52.61686,194.9882,4745.32751,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
5152,44,18832.51,1,14.32986,2,1,60.28236,147.4738,5246.867359,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
5153,40,44089.97,4,8.533249,0,0,68.6711,184.9785,6192.288655,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
5154,33,54211.72,1,7.529241,0,1,65.82455,162.4713,5760.908084,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
5155,51,9410.18,4,13.67766,2,0,50.18296,127.475,4473.615207,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
5156,43,47966.83,3,7.410372,0,3,71.51772,230.1051,6569.215906,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
5157,31,34919.68,3,14.55526,1,0,64.62378,257.6513,6689.478561,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
5158,49,20849.37,0,10.8566,0,0,68.76541,242.6326,6284.835432,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0
5159,44,61704.19,0,7.04916,0,0,71.34414,104.9643,6361.142706,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
5160,71,24971.54,7,8.938447,2,0,49.26434,220.1149,5168.61323,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
5161,43,83924.66,3,8.806253,1,0,70.99222,159.9476,6572.961443,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
5162,63,51728.3,0,14.10584,0,1,46.28759,194.9663,4652.212743,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0
5163,21,45551.32,2,9.169596,2,1,50.69979,172.4567,4955.912119,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
5164,89,56540.16,1,6.999282,1,0,70.59531,200.1185,6558.022236,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
5165,88,42043.47,0,13.01754,1,1,71.17531,172.4441,5997.071735,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5166,56,19173.1,2,7.131485,0,4,59.67215,162.4538,5659.522313,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
5167,63,28799.3,3,5.767712,1,0,51.4346,184.967,4639.026778,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0
5168,82,14875.78,3,3.774342,2,1,58.67524,194.9525,5616.467158,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0
5169,22,53227.89,0,14.31488,1,0,69.17356,157.4698,5831.590077,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
5170,51,52233.68,5,7.356317,2,0,63.70781,119.9568,6050.818366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5171,19,14260.84,0,8.445707,0,1,71.84774,130.0064,6304.298349,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
5172,53,26669.32,3,13.75076,2,1,52.55673,127.4738,5059.402086,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
5173,58,33690.02,4,11.61319,0,0,59.29981,240.1149,5527.671776,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
5174,69,80110.69,0,7.407723,2,0,58.04171,149.9447,5417.412777,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5175,44,33024.18,0,11.35147,1,0,60.46007,182.4833,5214.689346,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
5176,46,26013.93,7,6.213658,0,0,66.76084,162.5007,5953.091281,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
5177,26,91633.01,0,12.59861,0,1,54.97784,262.6106,5202.253182,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0
5178,43,22205.18,0,9.223647,1,0,65.82541,230.1051,6010.445763,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
5179,52,20052.51,3,6.789265,2,2,62.03303,124.9781,5249.37739,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
5180,75,16957.75,1,10.40864,2,0,71.57982,117.4835,6044.380838,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
5181,52,21008.54,6,9.382813,1,1,40.35625,152.5022,3894.456441,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1
5182,28,48983.82,2,5.233566,2,0,66.13511,127.4421,6121.42438,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5183,54,12520.32,3,11.35495,0,1,52.62121,172.4404,5208.79271,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
5184,22,35851.6,4,15.29426,2,0,53.96248,137.4684,4946.910016,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
5185,20,6594.2,1,9.316329,0,0,67.06371,197.6288,6171.048605,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
5186,86,74321.03,4,11.1117,3,1,44.25204,182.4608,3965.422778,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
5187,88,63461.18,0,10.84728,1,1,69.15198,187.4811,6472.755676,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
5188,37,25922.49,0,9.865503,0,1,63.68805,127.4738,5849.296401,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5189,60,10026.66,7,7.4962,0,1,64.71872,200.1652,6075.000814,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1
5190,54,7806.55,2,7.454395,0,0,45.27484,137.4872,3843.2286,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
5191,20,25167.86,1,12.43508,2,1,63.05897,255.1372,5932.37794,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
5192,47,38354.6,4,6.028391,2,1,66.61075,147.4421,5828.46448,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
5193,47,40906.5,0,17.27337,1,0,66.46762,222.6326,6516.610972,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
5194,43,93721.48,1,10.80713,0,2,67.24501,210.1518,6242.695434,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
5195,31,55913.69,3,8.341462,3,1,59.05164,255.1665,5701.481448,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
5196,29,37830.82,1,10.93146,3,0,58.54344,242.6435,5519.682788,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
5197,26,42863.75,2,9.519547,0,1,54.83336,252.624,5209.371279,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
5198,31,26804.03,1,10.79225,1,0,67.20907,255.1336,6764.539694,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0
5199,45,31973.61,3,4.973668,1,0,54.6947,212.6415,5546.135558,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
5200,60,44988.59,1,10.19477,1,1,42.22682,139.9512,4113.33849,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0
5201,22,23388.8,1,5.480291,2,0,66.85703,204.9797,5999.675904,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
5202,40,60472.35,2,15.62886,0,0,61.73977,179.9794,5399.848703,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
5203,56,27285.93,3,9.460242,0,1,69.53069,204.9797,6086.559502,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
5204,38,20626.02,3,10.05784,1,0,63.74924,79.97886,5433.040814,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5205,67,78119.96,2,7.944754,0,1,71.76842,127.4421,6455.138761,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5206,52,56339.53,0,11.24743,0,0,69.05548,172.4848,6130.392142,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
5207,60,9104.94,2,11.17089,1,0,59.01526,182.49,5353.001743,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
5208,18,27120.26,9,5.733455,0,0,71.55342,184.9963,6691.71698,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1
5209,43,17914.7,2,10.98961,2,0,70.70127,92.48802,5877.534771,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
5210,61,12939.7,0,8.480499,1,0,47.20955,232.6415,4421.565715,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
5211,70,9664.08,6,11.95636,0,0,69.16302,149.9378,6448.95087,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5212,60,16416.66,3,4.069613,2,0,69.34472,245.132,6414.954544,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0
5213,26,23084.24,1,9.693526,3,1,65.28334,114.9728,5529.433476,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
5214,31,45747.52,3,5.898074,1,0,56.51532,182.4676,5133.883667,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
5215,50,30988.8,7,9.021308,1,0,46.778,134.9509,4137.953493,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
5216,59,35216.42,3,11.30515,1,0,69.31083,214.9663,6230.661267,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
5217,47,31126.75,0,16.72972,2,1,71.03326,169.9378,6079.400361,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5218,71,5886.98,2,8.879706,1,0,54.0433,265.1283,5114.91266,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0
5219,61,54187.79,3,10.49813,0,1,69.28716,182.497,6051.573796,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0
5220,45,78750.79,1,6.908099,0,1,64.91343,160.0122,5617.036978,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
5221,22,19269.56,3,11.99626,1,1,55.2288,242.6143,5260.656937,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5222,82,23264.27,2,12.08807,0,1,67.49846,252.624,6063.51865,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0
5223,48,18706.57,0,11.53278,1,3,66.09922,144.9889,6192.147248,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
5224,73,71035.64,0,10.29175,0,0,53.09491,139.965,4928.976354,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5225,32,33132.71,0,11.94581,2,0,60.89236,152.4579,5879.484066,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5226,73,43155.28,1,8.759467,2,1,68.3703,169.9378,5802.915462,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
5227,84,9285.81,0,8.965115,2,0,49.67201,127.475,4118.129556,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
